text,audio
 ላዚዮ ዎች እያ የሉ በመምጣት የቺሊው ሳላስ ኳስ ይዞ ሲገባ በመ ጠለፉ የተሰጠ ውን ፔናልቲ ራሱ በማስቆጠር ላዚዮ ሶስት ለ አንድ መምራት ጀመረ  ,
 ላዚዮና ሚላን ስ እንዴት ተዘ ነጉ ይሄ የእኛ ሀሳብ ነው  ,
 ከዚህም በተጨማሪ ወጣት ተጨዋቾችን በማሰባሰብ ለወደፊቱ ሊ ጠናከሩ በት የሚችሉ በትን መንገድ አመቻች ቷል  ,
 ይህን ጉዳይ አስመልክቶ በተገመገሙ በት ወቅት ከ ሰራተኞቹ ጥያቄ ቀርቦ ላቸው ሲመልሱ ገንዘቡ እንዲ ሰጠኝ እኔ ጥያቄ አላ ቀረብኩም ብለዋል  ,
 ድንበራችን አሰብ ድረስ ነው እኛ የአንድነት ደቀ መዛሙርት ነን  ,
 የምድር ባቡር ድርጅት መንገደኞችን የማጓጓዝ አገልግሎት ካለፈው ሁለት ሳምንት ጀምሮ መቋረጡ ታወቀ  ,
 ሚኒስትሯ የቢሮ ውን የመድሀኒት ስርጭት ሀላፊ ማነጋገራቸውን ጠቅሶ ግለሰቡ ሀኪም አለመሆኑ ንና የህክምና እውቀት እንደሌለውም አስረድ ቷቸዋል በማለት አስፍሯል  ,
 ሱዳንና ኢትዮጵያ በድንበር ጉዳዮች ዙሪያ ተነጋገሩ  ,
 እሱም ራሱ ችግር አለ በት  ,
 ከ መጋረጃ ጀርባ ወንጀል ተፈጽሟል የሚል ነገር የለም  ,
 ሌሎቹ ደግሞ በአለም አቀፍ ህብረተሰብ ዘንድ የተለየመልክና ተቀባይነትን ለ ማግኘት የተነገረ እንደሆነ ይናገራሉ  ,
 ህዝቡም እንደ ለመደው እንዳይ ነጋገር ወደ ተግባራዊ ውሳኔው እንዳ ያዘነብል መንገዱን አጠርን በት  ,
 ከዚያ እስከ ዛሬ ድረስ አቶ አብርሀም ያሉበትን ትግልና እየከፈሉ ያሉት ንም መስዋእትነት አውቃለሁ አደን ቃለሁም  ,
 ይህ በእንዲ ህ እንዳለ አዲስ አባ ውስጥ የጨው ዋጋን ሮ ይገኝ እንጂ በሌሎች ምርቶች ላይ የዋጋ ለውጥ አልታየም  ,
 ተፈናቃዮች ወደ የክል ላችሁ ግቡ ተባሉ  ,
 ጅቡም ወጣቷን ተከታትሎ ይበላ ታል ማለት ነው ይስማ ታል  ,
 በአሁኑም ወቅት ሁለቱም ወገኖች አልፎ አልፎ በአካባቢው የተኩስ ልውውጥ እያደረጉ መሆኑ ታውቋል  ,
 የዚህ ባንድ ታሪክ እንደሚ ያስረዳው ከሆነ በዘመናቸው አቻ ያልተገኘ ላቸው የሮክ ባንድ ተብለዋል  ,
 ክለቦቹ ግን በተጫወቱ በት ወቅት ከ ቴሌቭዥን በየጨዋታው ስድስት መቶ ሺ ብር ገቢ ያገኛ ሉ  ,
 ፍላሚንጐ ባለፈው ቅዳሜ ያስተናገ ደው በሪዮ ማራካኛ ስቴዲዮም ውስጥ አትሌቲኮ ሚኔይሮን ነበር  ,
 በስፖንሰር ከተገኘ ገቢ ነው እንጂ  ,
 በኢንተርናሽናል ግጥሚያ ቡናና ከነማ አሳምነው ሲያሸንፉ ጊዮርጊስ በቪታሎ ተሸነፈ  ,
 ውስጣዊ አንድነቱ ዲሲፕሊኑ የስራ ዝግጁ ነቱ ወደሚ ፈልገው ደረጃ መድረስ መቻል አለ በት  ,
 ማ ንም ዜጋ ማ ንም ደም ይ ኑረው ልክ እሱ እንዳለው ወሳኙ አመለካከቱ ነው  ,
 የኤርትራ ማእከላዊ ባንድ ቦንድ በመሸጥ ኢኮኖሚውን ለ ማረጋጋት የሚያስችለውን ገቢ ለማ ሰባስብ እንቅስቃሴ መጀመሩን በቅርቡ የዘገበው ሮይተር የተሰኘው የዜና አውታር ነው  ,
 በአፋር ከሚ ያስፈልገው እህል አርባ ስድስት ከ መቶ ብቻ ነው የቀረበው  ,
 አንድ ኢትዮጵያዊ ፕሮፌሰር ደግሞ ረጋ ብለን ስናስ በው ጦርነቱን ያስከተለው ሁለቱም መሪዎች የተከተሉት የፖለቲካ መስመር ነው ይላሉ  ,
 ርእሰ አንቀጹ በመቀጠልም ነጻ ጋዜጦች የረቀቀ ማስፈራሪያና ወከባም ይካሄድ ባቸዋል  ,
 አንድ አነስተኛ ጉዳይ ለ ማስፈጸም በጣም ረጅም ቀጠሮ የሚሰጥ በመሆኑ ባለ ጉዳዮችና ጉዳዮ ቻቸውን የሚከታተሉ ላቸው ጠበቃ ዎች ሲማረሩ ቆይ ተዋል  ,
 እ ዚሁ ሊ ያደቅ ቃቸው የሚፈልጋቸውን ሰዎች ካልሆነ በቀር ለ ጠየቀ ሁሉ ፓስፖርትም ቪዛም ይሰጣል  ,
 ድሮ ከ ህዝብ የሚሰበሰበው ግብር ነበር  ,
 የወለደውን ልጅ ለ ማስተማር ተስኖ ታል  ,
 በዚህ አመት መጨረሻ ሀምሌ ወር ወይንም በሚቀጥለው አመት የመጀመሪያ ወራት እነ ዶክተር ታዬ የመጨረሻ ውሳኔ ያገኛ ሉ ተብሎ ተገምቷል  ,
 አመዛኙ እርስ በራሱ ሲጨራረስ ጆሮ ዳ ባ ልበስ ብሎ ማየት የብልህ መሪዎች አስተሳሰብ ሊሆን አይችልም  ,
 ለ ጠቅለይ ሚንስትር መለስ ዜናዊ ያስተላለፉ ትን ደብዳቤ ሙሉ ቃል ከዚህ ቀጥሎ እና ቀር ባለን  ,
 ማህ ላውም ሆነ ጋብቻውም ስሜ ቷን የሚኮረ ኩራት ፍጥረት ባት ሆንም እንዲ ሁ እ ያደናገረ ወደ ጫካ ይዟ ት ገባ  ,
 ዛሬና ነገ በሀገሮች የውስጥ ውድድር በሳምንቱ አጋማሽ ላይ ደግሞ በአውሮፓ ቻምፒየንስ ሊግ እንዲ ሁ በጉጉት የሚጠበቁ ጨዋታዎች ይደረ ጋሉ  ,
 አሰልጣኙ በእርግጥም ብሄራዊ ቡድኑን ከ ያዙ ወዲህ ክለቡ እየተሸነፈ ነው  ,
 የሚመደበው ገንዘብ ተሟልቶ ካለቀ በኋላ የሚከተለውን ችግር ከ ግምት ውስጥ በማስገባት የተለያዩ ገቢ ማስገኛ ዘዴ ዎችን መቀየሱ አስፈላጊ ነው  ,
 የአለም የምግብ ፕሮግራም ብቻ ውን ወደ ሰላሳ ሺ ቶን እህል መርዳቱ ተገልጿል  ,
 ዘገባው ከዚህ በተጨማሪ በታዳጊ አገሮች ያለውን የድህነት መጠን በተመለከተፍንጮችን ይፋ አድርጓል  ,
 ይህንን በትክክል የሚያውቁት እነሱ ብቻ ናቸው  ,
 ሻእቢያ እነዚህን አካባቢዎች ለ ማግኘት ፍል ጐ አለማግኘቱና ማጣቱ ድርብ ሽንፈት ውርደት አግኝቶ ታል ለማ ለት ይቻላል  ,
 ይሄ ባለፉት ጊዜያት ብቻ ሳይሆን አሁንም እየቀጠለ ያለና የሚታይ ጉዳይ ነው  ,
 ቀሪዎቹ አስፈጻሚው አካል በህግ ከ ተሰጠው ስልጣን ሳይ ዘል የሚያ ከ ናውናቸው ተግባሮች ይሆናሉ  ,
 አቶ አባተኪሾ ያለ መከሰስ መብታቸው መገፈፉን የፌዴራሉ ከፍተኛ ፍርድ ቤት አስ ታወቀ  ,
 በልጅነት ዘመናቸው ጊዜ የሙት ልጅ ሆነውም ባገኙ ት ብልጫ ወደ ኤደን ብራ እንግሊዝ በመላክ የመጀመሪያው ተማሪ ነበሩ  ,
 በዚህም ለ አገራቸውና ለአፍሪካ ምን ያህል ይ ጨነቁ እንደ ነበር ለ መገንዘብ ች ያለሁ  ,
 ጦር ሲላክ በት በግብጾች ጉያ ይደ በቃል  ,
 የአስመራው አምባሳደር ለ ኤርትራው ሬድዮ የሰጡት ቃል የዲፕሎማሲ ያዊ ተልእኮ አቸውን ለ መፈጸም እንጂ በትክክልም የአዲስ አበባው አምባሳደር የሰጡት መግለጫ ከ እውነት ርቆ አይደለም  ,
 አገሬ የመጣሁ አልመሰለ ኝም አፓርታይድን አስ ታወሰኝ  ,
 ሰራዊቱ ይህ ሳይ በቃው አለቆቹ ለ ውድቀቱ ተጠያቂ ናቸው በመ ባል መታመ ሳቸው ከፍተኛ ውጥረትን በጦሩ ውስጥ ያ ሰፈነ መሆኑም ተመልክ ቷል  ,
 አምላክ መልአክ ትን ሲፈጥር የመልአክ ት አለቃ ሆኖ የተፈጠረው አሁን ሳጥናኤል የምን ለው ከ ይ ሲነበር  ,
 ጠንካራው ዩናይትድ እየተነቃነቀ ነው  ,
 ሊድስ ደግሞ ውድጌት ስሚዝ ፖል ሮቢንሰንና ስቴ ፈን ማክ ፊል የተባሉ ወጣቶችን ይ ዟል  ,
 ቡድኑ በማጥቃት ላይ የተመረኮዘ ፉትቦል ነው የሚጫወተው  ,
 ለ አንተነህ የጠየቀውን አሟል ተን ወደ ክለቡ ብን መልስው በተጨዋቾች መካከል ልዩነት ይ ፈጠር ብናል  ,
 ጅቡቲ ይህን ለምን እንደ ፈጸመች የጅቡቲ የውጭ ጉዳይ ሚኒስተር ሲናገሩ ለ ሀገራችን ሰላምና መረጋጋት እርምጃ ችን ፍትሀዊ ነው ብለዋል  ,
 በዚህም ኢትዮጵያን የተሻለ ች ሀገር ለማድረግ በሚ ደረገው ጥረት የበኩሉን አስተዋጽኦ ያደርጋል ብዬ አምናለሁ  ,
 የሀዲያ ልማት ማህበር ተፈራ መ ኬ ምክትሉ ደስታ ዳኜ ዘጠኝና ስድስት አመት ተበይኖ ባቸዋል ሲል ይ አው የዜና ዘገባ ጨምሮ ገልጿል  ,
 ምን ጊዜም የሪፖርተር እና የኤም ሲሲ ማህበረሰብ አባላት ለ ፕሮጀክቶቹ ስኬታማነት ከ ሀይሌና ከ አጋሮቹ ጐን ናቸው  ,
 እስከ አንድ ሺ ዘጠኝ መቶ ስልሳ ስድስት ድርስ በኢትዮጵያ የነበረው መንግስታዊ ስርአት የሲ ሶ ስርአት በመ ባል የሚታውቅ እንደ ነበር ይታወሳል  ,
 እንደ ተማሪው አቋም ትምህርት ለ ማስጀመር የደህንነት ዋስትና ተሰጥቶ ሁሉንም ተማሪ ያሳተፈ አጠቃላይ ውይይት መደረግ አለ በት  ,
 ኦነግ ለ ሁለት ተከፍሎ መስማማት የማይችልበት ደረጃ ላይ መድረሱን የአመራር አባላቱ ገለጹ  ,
 በነዚህ ጠማሞች ክፉ አሳቢ ዎች ምክንያት የምና ኔ ህይወት የሚገፉበት አለም እስከ መሆን ደር ሳለች  ,
 እንደ ገና ኢትዮጵያዊ ለ መሆን መደራደር የመረጡም አሉ  ,
 ኮሎኔል መንግስቱ ይህንን ግ ለት ለ አብዮቱ ቢያ ውሉት ሲሉ እኔ እስከ ማውቀው በቂ ምክንያት ነበራቸው  ,
 ለ እናንተነገርኳችሁ እንጂ እግዚ ዮ በሉ እያ ለ ህዝቡ ሲያስ ለቅስም ላስ የሚያወጣ ባህታዊ አለ አላልኩም  ,
 ነገሮችን በጥልቀት መመርመርና ማስረዳት የዘወትር ስራዋ የሆነው ሀያል ብእረኛና በሳል ገጣሚ ፍር ማ ዬ አለሙ የአንዲት ሴት ልጅ እናት ነበረች  ,
 እንደ በፊቱ በአገሩ ላይ ባይተዋር ነቱም ቀር ቷል  ,
 ደግሞም ባሏ ንና ልጅዋን ከ አጀብ መሀል የምት ፈልግ ሴት ባሏን ብታገኝ ደስ ብ ሏት ልጅዋ ንም ብታገኝ አገላብጣ ስማ በደስታ ታለቅ ሳለች  ,
 እነርሱ ከሌሉ ዋጋ የለኝም  ,
 ዛሬ ከ ሌይስተር ጋራ ከ ተጫወተበኋላ ሳምንት ከ ቸል ሲየሚያደርገው የቡድኑ ደረጃ የሚያመለክት ይሆናል  ,
 ክለቡ ዘንድሮ አጀማመሩ ጥሩ ነው  ,
 ለዚህ ውሳኔ ከ ካፍ ጠበቅ ያለ እርምጃና ቅጣት ይወሰን ብናል የሚል ፍር ቻ አለ  ,
 ከዚያም በአንዳንድ አውሮፕላኖች ላይ የተወሰኑ ብ ልሽ ቶች ተከስ ተዋል የሚል ዘገባ እንደ ቀረበ ማኔጅመንቱ አስራ ስምንቱን ቴክኒሺያኖች ሊያሰና ብ ቷ ቸው እን ደበቁ ተዘግ ቧል  ,
 ግንኙነታችን ደግሞ ወደ ሞቀ ሁኔታ ተመል ሷል ብለዋል አንድ ከፍተኛ የጅቡቲ ባለስልጣን ለ ኢሪን  ,
 የክልሉ የስራ ቋንቋ ኦሮምኛ እንዲሆንም ተወ ስ ኗል  ,
 የመን ከ ኤርትራ ጋራ በደሴቶች ግጭት ስላላ ት የጠላታችን ጠላት ወዳጃችን ነው በሚል ብን ይዛት ሀያል ት ሆነ ናለች በሚል ተስፋ ነው  ,
 ምርጫው በተጠናቀቀ በሰላሳ ቀናት ውስጥ አዲሱ የከተማው ምክር ቤት ስራውን ይ ጀምራል  ,
 እነዚህ ሰዎች ጨርሰው ጅል አደረጉን  ,
 ድንበር የማካለሉ ውሳኔ በገለልተኛ የድንበር ኮሚሽን አማካኝነት በሚቀጥለው ወር ከ ሄግ እንደሚ ገለጽ አመልክ ቷል  ,
 በዚህ ውጊያ የኢትዮጵያ ተዋጊ ጄቶች እንዲሁም የውጊያ ሄሊኮፕተሮች መሳተፋቸው ንም መግለጫው አመልክ ቷል  ,
 በዚህ በሀንቲንግተን የስልጣኔ ዎች ሰንጠረዥ መሰረት ኢትዮጵያ ችን የየትኛው ስልጣኔ ክበብ አባል እንደሆነ ች ማወቁ ባል ከፋ  ,
 ከ ላይ ስለ ተገለጸው አዲሱ አይነት የብሄር ጭቆና ክስተትም ግንዛቤ ያ ላቸው አይ መስሉም  ,
 እንዲ ህ ያለ ነገር አይወጣ ኝም  ,
 ሁለቱ ሀይሎች በቅርብ ርቀት ውስጥ እንደሚገኙም ለ ማስረዳት የሞከረችው በሻእቢያ ወታደሮች ምሽግ ውስጥ በመሆን የኢትዮጵያ ወታደሮች እንቅስቃሴ ይታ ያል በማለት ነው  ,
 በአለም ላይ ያሉ የየአገሩ መረጃዎች ካ ሏቸው የመረጃ ምንጮች ውስጥ አንዱ የፕሬስ ውጤት ነው  ,
 በኤርትራና በትግራይ ጉዳይ የቀረበላቸውና የሰጡት መልስ ቀጥሎ ቀርቧል  ,
 በሙያው ለ ብዙ ጊዜ ሰር ቻለሁ  ,
 በዚህ ላይ ዊአህ ተደራ ቢ አጥቂ ሆኖ በመጫወት ላይ በመሆኑ እየተማረረ ነው  ,
 የአዲስ አበባ ስታዲዮም ተመልካች ቄራ የሚል ቅጽል ስም አውጥቶ ልሀል  ,
 ከ አቅም በላይ የሆነ ችግር ባይኖር ኖሮ ለ ማሰልጠን ፍቃደኛ ነበርኩ ኝ  ,
 በምን እንደ ታሰሩ የሚያ ቁት የመዝገብ ቤት ሰራተኞች ናቸው  ,
 ትላንት ጠበቆቼ መጥተው ስን ነጋገር እንግሊዘኛ ስላስ ገባን እኔ በም ሰማው ቋንቋ ካልሆነ አት ናገሩም አለ በዚያም ትወጣ ላችሁ ብለው ጠበቆቼን አስፈራሩ ዋቸው  ,
 በሌላ በኩል ስርቆትና መሰል ወንጀሎችን ምክንያት አድርጐ በርካታ የመቀሌ ከተማ ነዋሪዎች በመታፈስ ላይ መሆናቸው ታውቋል  ,
 አውሮፕላኑ እቃ ጫ ኝ ሲሆን በበረራው ላይ ስድስት የአየር መንገድ ሰራተኞችን አሳፍ ሮ ነበር  ,
 ከዚያ ውጭ የምን ለው አይ ኖረንም  ,
 የሶማሊያ መንግስት ሀገሪቱን የአሸባሪዎች መናአሪያ እ ያደረጋት ነው ተባለ  ,
 ለማን አቤት ማለት እንደሚ ቻልም ግራ ገብቶ ናል በማለት ነጋዴ ዎቹ ብሶ ታቸውን ገልጸዋል  ,
 ጉዳዩን በቅርብ ለምን ከታተለው ሰዎችም ንም አስደንጋጭ ይዘት የለውም  ,
 ይህ ሲሚንቶ ባህር ዳር ላይም የሚሸጠው በስልሳ አምስት ብር ነው  ,
 ሰላም ለ እናንተይሁን እ ድምተኞቼ እኔ አሽሙረኛው ለ እናንተሰላምና ጤናውን እመ ኛለሁ  ,
 ኢትዮጵያ ሰላም ፈላጊ በመምሰል እያደረገች ያለችውን ደባ ለ ማምከንና ሶስተኛውን ዙር ወረራ ለ መደምሰስ ዝግጁ ነን ሲሉም ተደም ጠዋል  ,
 ይህን ሞዳሊቲ ለ ማስፈጸም ሀላፊነት የተጣለባቸው የአልጀሪያው ፕሬዚዳንትና አዲሱ የአአድ ዋና ጸሀፊ ናቸው  ,
 ወርቅና ብር ቡናና አህል ጋሞጐፋ አለ በሚል ሽፋን ደብዳቤም እየጻፈ የድብቅ ማህበር አቋቋመ  ,
 ስዩም ነው የጻፈው ብሎ ጽሁፉን አይቼ የእርሱ አለመሆኑን ስ ነግረው እኔ የማውቀው ነገር የለም ነው ያለ ኝ  ,
 ቡድኑ በእንግሊዝ ካሉ ት ክለቦች በአካል ብቃቱ በኩል የተዋጣለትና ዲስፕሊንን መርሆ ያደረገ እንደ ነበር ይነገራል  ,
 አሁን ባለ በት ሁኔታ ከ ቀጠለ ጭራሹ ኑ ውድድሩ እንዳይጠፋ ያሰጋል  ,
 ቡድኑ ባደረ ጋቸው ሶስት ጨዋታዎች ውስጥ ሁለቱን አቻ ሲወጣ በአንዱ ተሸን ፏል  ,
 የኤድስ በሽታና የሻእቢያ ወረራ ጸረ ልማት ናቸው  ,
 እንደ ዲፕሎማቱ ከሆነ የሻእቢያ ባለ ስልጣናት የኢትዮጵያ ጦር አሰብን ለ መያዝ ቆር ጧል ብለው እራሳቸውን አሳምነ ዋል  ,
 ወደ ትውልድ መንደራቸው የሚከዱትን ማደን ቀርቶ ለ ስምንተኛው ዙር የሳ ዋ ስልጠና ተመልማይ ለ ማግኘት መቸገሩ ተዘግ ቧል  ,
 የድርጅታችን ህግ አስከባሪ ሀይል ኦዲት ኮሚሽን በነሱ ላይ ፍርዱን ሲያሳርፍ ድሮው ንም እ ያወቁ ኩዴታ ያደረጉ በመሆናቸው ሊቀበሉ አል ፈለጉም  ,
 ስለዚህ ጉዳይ አንድ ባለስልጣን ሲናገሩ መንግስት በውስጥ ቅራኔ ውስጥ ነው በማለት አጋጣሚ ውንና እድሉን ለ መጠቀም ፈልገው ነበር ብለዋል  ,
 አለ ዚያ ከ ጉባኤ ዎቻቸው ከ ስብሰባ ዎቻቸውና ከ ዲስኩራቸው ለ ህዝብና ለ አገር የተረፈ ነገር አላ የንም  ,
 የድንበር ማካለል ሂደቱን በአፋጣኝ ግቡን እንዲ መታ አለም አቀፉ ህበረተሰቡን አስ ፈላ ጊ ውን እገዛ እንዲያደርግ ጥሪ ይቀር ባል  ,
 በተጨማሪም የባንክ ቅርንጫፎች በሌለ ባቸው አካባቢዎች የብር ለውጡ የሚተገብሩ ሶስት መቶ የሚደርሱ ጊዜያዊ የመለዋወጫ ጣቢያዎች መዘጋጀታቸውን አቶ ዱ ባለ አስረድ ተዋል  ,
 ይህ ደግሞ የአንድ እምነት ተከታይ ነታቸውን እንጂ የህዝቡ መጠሪያ ሆኖ ሊ ያገለግል የሚችል ስያሜ እንዳልሆነ ግልጽ ነው  ,
 መጀመሪያ ነገር ይህንን ህገ መንግስት መቀበል ማለት የወያኔን የፖለቲካ ፕሮግራም መቀበል ማለት ይሆናል  ,
 የኦነግ ታጣቂዎች በኬንያ ወታደሮች ተከበቡ  ,
 በተጨማሪ ጋዜጠኛ ታምራት ዙማ የአስራ ስድስት ሺ ብር ዋስ በማጣቱ ለ ከፍተኛ እስርና ስቃይ መዳረጉ ይታወሳል  ,
 በልመና ጊዜያችንን ማጥፋት የለ ብንም የሚል ወሬ የሚያራግቡ እንዳሉ ያስ ታወቀው ኢተፖድህ የህብረቱ የትግል ሰነድ ያለ ገባቸው ናቸው ብሏ ቸዋል  ,
 ጡረታው እንዲ ከበር ለት የማይ ፈልግ ማ ንም የለም  ,
 ማጥቃቱን የጀመረችው ኢትዮጵያና ት  ,
 ግን ይህ ሁሉ ውሸት ነው  ,
 በዝግ ስታዲዮም ጨዋታዎች የሚከናወኑ ት ቡድኑን ለ መቅጣት ሆነ ተብሎ በፌዴሬሽኑ አሊያም በኮን ፌዴሬሽኑ ውሳኔው ሲሰጥ ነው  ,
 የምና ቀርበው ሀሳብ በኢትዮጵያ ፉትቦል ፌዴሬሽን ዘንድ ተቀባይነት ያገኛል ብለን እንገም ታለን  ,
 ቅዱስ ጊዮርጊስ በዘንድሮ ውድድር ላይ ጠንካራ ተፎካካሪ ለ መሆን የባንኮቹን አንተነህ ፈለቀ ንና የኢትዮጵያ ቡና ቴዎድሮስ በቀለን አስ ኮብል ሏል  ,
 በእስራኤል ኢራቅ ኢራንን ሩሲያ ሩዋንዳ ማላ ዥያ ሊቢያ ላ ኦስ ስፔን ሶ ሪያ ወዘ ት ጋዜጠኞች እንደ ልብ የመንቀሳቀሱ እድል እንደሌላ ቸው ድርጅቱ ዘግ ቧል  ,
 በወቅቱ የጠላት ሰራዊት የጫኑ የሚገኙ ባቸውን ከ ሰላሳ በላይ የጠላት መኪናዎችን አጋይ ተዋል  ,
 ይህንን በተመለከተከውጭ ጉዳይ ሚኒስቴር ማብራሪያ ለ ማግኘት ያደረገው ጥረት አልተሳካም  ,
 ግን እነሱ አፈን ግጠው ባይ ወጡ ልዩነቱ መ ጥበብ ይችል ነበር  ,
 በተለይ ከ ኢሀዴግ ባለስልጣኖች ጋር አብረው ሲሰሩና ሲያሴሩ ብዙ አመት ቆይ ተዋል  ,
 አሁንም ቢሆን ባለፉት አስርት አመታት እንዳደረገ ችው ሁሉ በሶማሊያ ሰላም እንዲሰፍን ትሰራ ለች ብለዋል  ,
 ለ አገራችን ፖለቲካ የእንጀራ ልጅ ሆነ ናል የሚሉ ወገኖች ብረት ማንሳታቸውን እየነገሩን ነው  ,
 በሶስተኛው ደረጃ ደግሞ አምባገነኑን ስርአት በስሙ የሚጠራ በመሆኑም አብዛኛው ኢትዮጵያዊ ያከብ ረዋል  ,
 ዛሬ በርካታ ችግሮች ከ ፊታችን ተደቅ ነዋል  ,
 በቃ እንደ ፈረደ ብኝ እኔ እፈልጋ ለሁ ይላል ዘበኛው የአሁኑን ባለስልጣን ወይንም ጉም ቱ ተጋዳላይ  ,
 የሼህ አላሙዲን ሀብት በሰንጠረዡ ላይ የተመለከተው ብቻ እንዳልሆነና ይህ ዝርዝር በተገኘ መረጃ ላይ ብቻ ተመስርቶ የተጠናከረ መሆኑን ለ መረዳት ተችሏል  ,
 ሻጭም ገዢም ከዚህ ከተፈቀደው ቦታ በቀር ከ ሌላ ዘንድ ስት ገዛ የተገኘ ህ ሰው በከ ብት ህ ት ቀጣ ለህ  ,
 መንግስት የመለሳቸው የቤተክህነት ህንጻዎች ከ አባ ጳውሎስ እጅ እንደማይ ወጡ ተገለጸ  ,
 ውጤቱ የጠመመ በትን ሊቨርፑል የቀድሞው ዝናውን ለ ማስመለስ እንደሚ ጠሩ ይናገራሉ  ,
 ቴክኒሻኑ አስቶን ቪላን በገንዘብ መጉዳት አያሻም  ,
 እዚህ ላይ ጉ ሪ ሚ ዮ ቀሪ ሁለት ጨዋታ አለው  ,
 ከ አሁን ወዲያ ተመልካቹን ወደ ሜዳ ለ መመለስም ንም አይነት መፍትሄ ሊ ያበጁ ለት አይችሉም  ,
 በብዛት ግን በየመንገዱ ዳር በየበረንዳው ላይም ለ ማደር በመከልከላቸው ማይ ሀብ ሀብ የተባለ የከተማው ቆሻሻ ማጠራቀሚያ ቦታ የሚያድሩ መሆኑን ገልጠዋል  ,
 የመንግስት ጋዜጠኛው ኢህአዴግን በዘረኝነት ከሰሰ  ,
 ሪቻርድ ቡ ሽር ውይይቱ ገንቢ እንደ ነበረ ቢገልጹም ዝርዝር ጉዳዮችን ከ ማስረዳት ተቆጥ በዋል  ,
 ፕሬዝዳንት ካምፓዎሬ ከ እሳቸው ጋር ወደ ኢትዮጵያና ኤርትራ እንዲ መጡ ተማጥነ ዋቸው ነበር  ,
 የጸጥታው ምክር ቤት ማሳሰቢያ ላ ከ  ,
 አምስተኛው ግብጻዊ ሲሆኑ ዳግም ለ መመረጥ እንደማይ ፈልጉ ታውቋል  ,
 ሊደረግ ለ ታሰበው ለውጥ ጥናትና ዝግጅቱን እየተገባደደ ነው ብለዋል  ,
 ደን ቤ መንጉል በአወዛጋቢ ዋ የባድመ መንደር አካባቢ አራት መቶ ሜትር ያህል ለ ኤርትራ ወደ ተወሰነው ግዛት ገባ ብላ የምትገኝና ት  ,
 ስለዚህም የቤት ስራውን ሳይሰራ የትምህርት ጊዜ የደረሰበት ተማሪ መስሏል  ,
 ስለ ጦርነቱ መናገር በእነሱ ስለሚ ያምር ጉዳዩን ለ እነሱ መተው በፈቀድኩ  ,
 የኢትዮጵያ ሁለት ተዋጊ ጀቶች በአስራ ሁለት ቦንብ የአሰብን አየር ጣቢያ መምታታቸው ተረጋገጠ  ,
 የባህር በር ቢ ኖረን ይጠቅ መናል  ,
 በዚሁ ስብሰባ ላይ የኬንያና የሩዋንዳ ሚኒስትሮች ያልተገኙ ሲሆን የሁለቱም መንግስታት ተወካዮች ግን በስብሰባው ላይ መገኘታቸው ታውቋል  ,
 ይህን እንደ አስፈላጊነቱ በአካባቢው ሙያውና ብቃቱ የሌላቸው ሰዎች ወይም በሚ ፈለገው መጠን በማይ ገኙ በት ወቅት የውጭ ዜጐች የሚሳተፍ በት እድል ይኖራል  ,
 ከ አዲስ አባ ወደ ጅማ በሚ ወስደው መንገድ ሀምሳ አምስት ኪሎ ሜትር በምትገኘው በተጂ ከተማ አካባቢ ብዙ ሰዎች ሞ ተዋል ተብሏል  ,
 ግን በጣም ጥሩ ይሆናል የሚል ሀሳብ አልነበረ ኝም  ,
 ሁላችንም ከ ስህተቶቻችን እንድን ማር ያደርገ ናል  ,
 ቡና ገበያ አደገኛ የሚለው ዜማ ቸው በተለይ መታወቂያ ቸው ሆኗል  ,
 ለ ችግሩ በጐ ምላሽ ማግኘት የሚቻለው ከ ካፍ ዘንድ ነው  ,
 በዚህ ረገድ አይ ኤም ኤፍ እቅዱ የሚሰጠው ብድር በድርጅቱ ትእዛዝ እስካል ተፈጸመ ድረስ የነጻ ገበያውን መርህ ማራመድ አይችልም  ,
 አምባሳደር ባድር በሁለት አገሮች ያሉ የንግድ ሰዎች የበለጠ ለ መስራት እንዲችሉ አጋጣሚ ዎች መጠቀም እንደሚ ችሉም አስምረው በታል  ,
 በህግ መድረክ የተደረገው ትግል ፍትህ ተገኘበትም አልተገኘ በትም ወጪ የሚደረግ በት ነው  ,
 ከ ሻእቢያ አምልጠው የመን የገቡ ኢትዮጵያውያን ወደ ሀገራቸው ገቡ  ,
 በቀዳዳ የሚገባ ንጹህ አየር ታገኛ ለችና  ,
 ለ ኢኮኖሚው እድገት መጨመር ማሳያ በግብርናው ዘርፍ ገበያ አጣ እንጂ ምርት ጨም ሯል  ,
 አርቲስት ስለሺ ህ በፖለቲካ ውስጥ ተሳትፎ ያ ላቸው ግለሰቦች በሀላፊነት መቀመጥ እንደሌለ ባቸውም ጠቁ ሟል  ,
 በተለይ በደቡብ በኩል ባላባቶች ከፍተኛ ሁከት እየፈጠሩ ነበር  ,
 በዚህ ግንባር የራስ አነሳ ሽ ነቱ በሱዳን ሰራዊት እጅ እንደሆነ ለማ ንም ግልጽ ነው  ,
 የኢትዮጵያ መንግስት ደቡብ አፍሪካ ኮ ሮ ኔል መንግስቱን አሳልፋ እንድት ሰጣት ጠየቀ  ,
